condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error
main_en,pipeline,Qwen3 0.6B,9,Torch on please,direct,Torch on please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":60}",13881,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},19074,0.0,0.0,"No tool calls generated; raw: ""The brightness suitable for a dark room would be set to a low value. This can be achieved by setting the brightness to 70% or less. However, since the user's query doesn't mention a specific duration, we'll assume a default duration. If we need to create a rule, we can use the `createRule` function …"""
main_en,pipeline,Qwen3 0.6B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,1,1,1,createRule,createRule,"{""trigger"":""exercising"",""action"":""mute""}","{""trigger"":""exercising"",""action"":""mute""}",14505,0.6,0.6,
main_en,pipeline,Qwen3 0.6B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":2}",14113,0.25,0.25,
main_en,pipeline,Qwen3 0.6B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},17812,0.5,0.5,"No tool calls generated; raw: ""The user said ""rightness for reading."" This indicates that the user is currently engaged in a reading activity. Based on this, we can create a contextual automation rule. The trigger would be ""reading,"" and the action would be ""mute."" 

Therefore, we should call the function `createRule` with the pa…"""
main_en,pipeline,Qwen3 0.6B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",14029,0.125,0.125,
main_en,pipeline,Qwen3 0.6B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},14104,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""The phrase ""Dorch of please."" does not contain any specific parameters for a function call. Therefore, no function can be called."""
main_en,pipeline,Qwen3 0.6B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":100}","{""trigger"":""green"",""action"":""brightness""}",17224,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3 0.6B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""trigger"":""quite mode"",""action"":""one hour""}",13714,0.4,0.2,
main_en,pipeline,Qwen3 0.6B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":10}","{""trigger"":""sleeping"",""action"":""screen brightness""}",13561,0.25,0.25,
main_en,pipeline,Qwen3 0.6B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,toggleFlashlight,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""enable"":true}",12987,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3 0.6B,20,Brighten screen,direct,Brightens screen.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",13305,0.5,0.5,
main_en,pipeline,Qwen3 0.6B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,createRule,"{""volumePercent"":25}","{""trigger"":""quiet walk environment"",""action"":""mute""}",13565,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3 0.6B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",13599,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,23,Flashlight on,direct,Flashlight on.,0,0,0,toggleFlashlight,,"{""enable"":true}",{},12732,0.0,0.0,"No tool calls generated; raw: ""{""name"": ""toggleFlashlight"", ""arguments"": {""enable"": true}}."""
main_en,pipeline,Qwen3 0.6B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",13906,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,setVolume,"{""brightnessPercent"":90}","{""volumePercent"":90}",13116,0.25,0.0,
main_en,pipeline,Qwen3 0.6B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},15231,1.0,1.0,"No tool calls generated; raw: ""The text ""Right-end screen"" does not provide specific parameters for the function. However, it could be interpreted as ""sleeping"" in the context of a device. If you'd like to use the function, please specify the context."""
main_en,pipeline,Qwen3 0.6B,27,Switch on internet,direct,Switch on Internet.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",13293,0.0,0.0,
main_en,pipeline,Qwen3 0.6B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,createRule,"{""volumePercent"":15}","{""trigger"":""meditation"",""action"":""mute""}",13558,0.5,0.5,
main_en,pipeline,Qwen3 0.6B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setScreenBrightness,"{""volumePercent"":10}","{""brightnessPercent"":0}",13946,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,0,Turn off flashlight,direct,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",52006,0.3333333333333333,0.3333333333333333,
main_en,pipeline,Qwen3 1.7B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",27030,0.2,0.2,
main_en,pipeline,Qwen3 1.7B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",28048,0.14285714285714285,0.14285714285714285,
main_en,pipeline,Qwen3 1.7B,3,Max brightness,direct,Max Brightness,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",26558,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,createRule,"{""volumePercent"":60}","{""trigger"":""cooking"",""action"":""mute in class""}",31652,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,,"{""durationMinutes"":60}",{},37479,0.0,0.0,"No tool calls generated; raw: ""{""success"":true,""error"":null,""cloud_handoff"":false,""cloud_handoff_reason"":""handoff failed: no API key"",""response"":""I'll prepare for the office meeting. Here's how I can help:\n\n1. **Create a Rule**: I can create a rule that triggers when you're \""sleeping\"" and \""mute\"" (which is equivalent to \""dn…"""
main_en,pipeline,Qwen3 1.7B,6,Make it loud for music,contextual,Make it loud for music.,0,1,0,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":100}",26820,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":120}","{""trigger"":""silence"",""action"":""enable dnd""}",27573,0.2,0.0,
main_en,pipeline,Qwen3 1.7B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",27029,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3 1.7B,9,Torch on please,direct,Torch on please.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",25964,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":70}",26728,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,1,1,1,createRule,createRule,"{""trigger"":""exercising"",""action"":""mute""}","{""trigger"":""exercising"",""action"":""mute""}",27781,0.6,0.6,
main_en,pipeline,Qwen3 1.7B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,1,0,createRule,createRule,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""trigger"":""meditation"",""action"":""silence""}",30522,0.25,0.25,
main_en,pipeline,Qwen3 1.7B,13,Set brightness for reading,contextual,said rightness for reading.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},32479,0.5,0.5,"No tool calls generated; raw: ""I'll create a rule that activates when you're reading. Here's how you can do it:

1. **Set Screen Brightness** to 70% for reading.
2. **Enable DND** (Do Not Disturb) for when you're reading.

Let me know if you want to add more actions!"""
main_en,pipeline,Qwen3 1.7B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",27343,0.125,0.125,
main_en,pipeline,Qwen3 1.7B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},26822,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't understand what you're asking for. Could you please rephrase your request?"""
main_en,pipeline,Qwen3 1.7B,16,Make screen brighter,direct,Mix green brighter.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",26599,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3 1.7B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",26958,0.4,0.2,
main_en,pipeline,Qwen3 1.7B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":10}","{""trigger"":""sleeping"",""action"":""mute in class""}",65698,0.25,0.25,
main_en,pipeline,Qwen3 1.7B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""church"",""action"":""quiet mode""}",28397,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3 1.7B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",25640,0.5,0.5,
main_en,pipeline,Qwen3 1.7B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,createRule,"{""volumePercent"":25}","{""trigger"":""quiet walk environment"",""action"":""setDoNotDisturb(durationMinutes=120)""}",28926,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3 1.7B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",25583,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,23,Flashlight on,direct,Flashlight on.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",25419,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":25}","{""trigger"":""sleeping"",""action"":""enable do not disturb mode""}",27143,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,25,Screen to 90 percent,parameter,Screen to 90%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":90}","{""brightnessPercent"":90}",25833,0.25,0.0,
main_en,pipeline,Qwen3 1.7B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":100}","{""trigger"":""right end screen"",""action"":""enable dnd""}",29342,1.0,1.0,
main_en,pipeline,Qwen3 1.7B,27,Switch on internet,direct,Switch on Internet.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",25328,0.0,0.0,
main_en,pipeline,Qwen3 1.7B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,createRule,"{""volumePercent"":15}","{""trigger"":""meditating"",""action"":""enable dnd""}",29652,0.5,0.5,
main_en,pipeline,Qwen3 1.7B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":60}",26329,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,0,Turn off flashlight,direct,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",57210,0.3333333333333333,0.3333333333333333,
main_en,pipeline,Qwen3.5 0.8B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",57466,0.2,0.2,
main_en,pipeline,Qwen3.5 0.8B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",60414,0.14285714285714285,0.14285714285714285,
main_en,pipeline,Qwen3.5 0.8B,3,Max brightness,direct,Max Brightness,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",58689,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":60}","{""durationMinutes"":120}",57607,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":120}",57247,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,6,Make it loud for music,contextual,Make it loud for music.,1,1,1,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":90}",57002,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",57678,0.2,0.0,
main_en,pipeline,Qwen3.5 0.8B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",58248,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 0.8B,9,Torch on please,direct,Torch on please.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",69016,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":70}",61311,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":60}",60688,0.6,0.6,
main_en,pipeline,Qwen3.5 0.8B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":60}",60216,0.25,0.25,
main_en,pipeline,Qwen3.5 0.8B,13,Set brightness for reading,contextual,said rightness for reading.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",59459,0.5,0.5,
main_en,pipeline,Qwen3.5 0.8B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",57941,0.125,0.125,
main_en,pipeline,Qwen3.5 0.8B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":120}",57994,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3.5 0.8B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":100}","{""durationMinutes"":120}",62558,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3.5 0.8B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",57225,0.4,0.2,
main_en,pipeline,Qwen3.5 0.8B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":10}","{""brightnessPercent"":70}",57253,0.25,0.25,
main_en,pipeline,Qwen3.5 0.8B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""durationMinutes"":60}",57949,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 0.8B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":80}",56992,0.5,0.5,
main_en,pipeline,Qwen3.5 0.8B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":60}",59304,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 0.8B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":90}",54129,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,23,Flashlight on,direct,Flashlight on.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",56417,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",59909,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,25,Screen to 90 percent,parameter,Screen to 90%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":90}","{""brightnessPercent"":90}",53517,0.25,0.0,
main_en,pipeline,Qwen3.5 0.8B,26,Brighten screen,direct,Right-end screen.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":90}",54502,1.0,1.0,
main_en,pipeline,Qwen3.5 0.8B,27,Switch on internet,direct,Switch on Internet.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",53248,0.0,0.0,
main_en,pipeline,Qwen3.5 0.8B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":60}",74458,0.5,0.5,
main_en,pipeline,Qwen3.5 0.8B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":60}",74311,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,0,Turn off flashlight,direct,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",108513,0.3333333333333333,0.3333333333333333,
main_en,pipeline,Qwen3.5 2B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",104867,0.2,0.2,
main_en,pipeline,Qwen3.5 2B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",106853,0.14285714285714285,0.14285714285714285,
main_en,pipeline,Qwen3.5 2B,3,Max brightness,direct,Max Brightness,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",104351,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,1,0,setVolume,setVolume,"{""volumePercent"":60}","{""volumePercent"":100}",104005,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",113640,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,6,Make it loud for music,contextual,Make it loud for music.,0,1,0,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":100}",108682,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",106302,0.2,0.0,
main_en,pipeline,Qwen3.5 2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",112022,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 2B,9,Torch on please,direct,Torch on please.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",121283,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},112135,0.0,0.0,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 70
  }
}
```"""
main_en,pipeline,Qwen3.5 2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":60}",109968,0.6,0.6,
main_en,pipeline,Qwen3.5 2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":60}",113472,0.25,0.25,
main_en,pipeline,Qwen3.5 2B,13,Set brightness for reading,contextual,said rightness for reading.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":70}",115800,0.5,0.5,
main_en,pipeline,Qwen3.5 2B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",111080,0.125,0.125,
main_en,pipeline,Qwen3.5 2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",106067,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3.5 2B,16,Make screen brighter,direct,Mix green brighter.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",105611,0.6666666666666666,0.6666666666666666,
main_en,pipeline,Qwen3.5 2B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",106364,0.4,0.2,
main_en,pipeline,Qwen3.5 2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},108977,0.25,0.25,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 70
  }
}
```"""
main_en,pipeline,Qwen3.5 2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""in class"",""action"":""mute""}",109386,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 2B,20,Brighten screen,direct,Brightens screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},106641,0.5,0.5,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 100
  }
}
```"""
main_en,pipeline,Qwen3.5 2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":60}",104619,0.16666666666666666,0.16666666666666666,
main_en,pipeline,Qwen3.5 2B,22,Brightness up,direct,Brightness up.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":80}",{},106225,0.0,0.0,"No tool calls generated; raw: ""```json
{
  ""tool_name"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 100
  }
}
```"""
main_en,pipeline,Qwen3.5 2B,23,Flashlight on,direct,Flashlight on.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",104006,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",105079,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":90}",{},110767,0.25,0.0,"No tool calls generated; raw: ""```json
{
  ""tool_name"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 90
  }
}
```"""
main_en,pipeline,Qwen3.5 2B,26,Brighten screen,direct,Right-end screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",107302,1.0,1.0,
main_en,pipeline,Qwen3.5 2B,27,Switch on internet,direct,Switch on Internet.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",107793,0.0,0.0,
main_en,pipeline,Qwen3.5 2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":60}",108072,0.5,0.5,
main_en,pipeline,Qwen3.5 2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":30}",107690,0.0,0.0,
main_en,direct,Gemma 4 E2B,0,Turn off flashlight,direct,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",47555,0.0,0.0,
main_en,direct,Gemma 4 E2B,1,Quiet mode for 1 hour,temporal,Quite mode for 1 hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",45712,0.0,0.0,
main_en,direct,Gemma 4 E2B,2,I need quiet time for one hour,temporal,I need quite time for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",40117,0.0,0.0,
main_en,direct,Gemma 4 E2B,3,Max brightness,direct,Max Brightness,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",40412,0.0,0.0,
