condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error,bucket,tstate
main_en,pipeline,Qwen3 1.7B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,createRule,"{""volumePercent"":25}","{""trigger"":""quiet walk environment"",""action"":""setDoNotDisturb(durationMinutes=120)""}",28926,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 1.7B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":70}",25583,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3 1.7B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":25}","{""trigger"":""sleeping"",""action"":""enable do not disturb mode""}",27143,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3 1.7B,26,Brighten screen,direct,Right-end screen.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":100}","{""trigger"":""right end screen"",""action"":""enable dnd""}",29342,1.0,1.0,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3 1.7B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,createRule,"{""volumePercent"":15}","{""trigger"":""meditating"",""action"":""enable dnd""}",29652,0.5,0.5,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3 1.7B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":60}",26329,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3.5 0.8B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":60}","{""durationMinutes"":120}",57607,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3.5 0.8B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":120}",57247,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3.5 0.8B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",58248,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":70}",61311,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3.5 0.8B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":60}",60688,0.6,0.6,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3.5 0.8B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":60}",60216,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":120}",57994,0.6666666666666666,0.6666666666666666,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3.5 0.8B,16,Make screen brighter,direct,Mix green brighter.,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":100}","{""durationMinutes"":120}",62558,0.6666666666666666,0.6666666666666666,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3.5 0.8B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":10}","{""brightnessPercent"":70}",57253,0.25,0.25,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""durationMinutes"":60}",57949,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,20,Brighten screen,direct,Brightens screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":80}",56992,0.5,0.5,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":60}",59304,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":90}",54129,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3.5 0.8B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":60}",74458,0.5,0.5,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 0.8B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":60}",74311,0.0,0.0,,D-wrong-function,clean
main_en,pipeline,Qwen3.5 2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,1,0,setVolume,setVolume,"{""volumePercent"":60}","{""volumePercent"":100}",104005,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3.5 2B,6,Make it loud for music,contextual,Make it loud for music.,0,1,0,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":100}",108682,0.0,0.0,,E-wrong-params,clean
main_en,pipeline,Qwen3.5 2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":15}",112022,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3.5 2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},112135,0.0,0.0,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 70
  }
}
```""",B-other-prose,clean
main_en,pipeline,Qwen3.5 2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""exercising"",""action"":""mute""}","{""durationMinutes"":60}",109968,0.6,0.6,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3.5 2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""durationMinutes"":60}",113472,0.25,0.25,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 2B,15,Torch off please,direct,Dorch of please.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",106067,0.6666666666666666,0.6666666666666666,,D-wrong-function,destroyed>=0.5
main_en,pipeline,Qwen3.5 2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":10}",{},108977,0.25,0.25,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 70
  }
}
```""",B-other-prose,noisy<0.5
main_en,pipeline,Qwen3.5 2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""trigger"":""in class"",""action"":""mute""}",109386,0.1666666666666666,0.1666666666666666,,E-wrong-params,noisy<0.5
main_en,pipeline,Qwen3.5 2B,20,Brighten screen,direct,Brightens screen.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":100}",{},106641,0.5,0.5,"No tool calls generated; raw: ""```json
{
  ""action"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 100
  }
}
```""",B-other-prose,noisy<0.5
main_en,pipeline,Qwen3.5 2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":25}","{""durationMinutes"":60}",104619,0.1666666666666666,0.1666666666666666,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 2B,22,Brightness up,direct,Brightness up.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":80}",{},106225,0.0,0.0,"No tool calls generated; raw: ""```json
{
  ""tool_name"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 100
  }
}
```""",B-other-prose,clean
main_en,pipeline,Qwen3.5 2B,25,Screen to 90 percent,parameter,Screen to 90%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":90}",{},110767,0.25,0.0,"No tool calls generated; raw: ""```json
{
  ""tool_name"": ""setScreenBrightness"",
  ""arguments"": {
    ""brightnessPercent"": 90
  }
}
```""",B-other-prose,clean
main_en,pipeline,Qwen3.5 2B,26,Brighten screen,direct,Right-end screen.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":70}",107302,1.0,1.0,,E-wrong-params,destroyed>=0.5
main_en,pipeline,Qwen3.5 2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":15}","{""durationMinutes"":60}",108072,0.5,0.5,,D-wrong-function,noisy<0.5
main_en,pipeline,Qwen3.5 2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":10}","{""durationMinutes"":30}",107690,0.0,0.0,,D-wrong-function,clean
